,runtime_hours,lubrication_index,machine_health_index,plant_section,product_family,production_stage,fault_severity,certification_level,output_quality,machine_temperature,machine_vibration,auto,manual,semi_auto
2393,7.371934068201069,4.072095210666049,2.447123127377447,West,Fam_04,Assembly,No Fault,ISO9001,High,27.83,10.54,True,False,False
2394,7.187528080749049,8.513110375399343,,South,Fam_02,Assembly,No Fault,ISO9001,High,28.07,12.33,True,False,False
2395,6.606879739954495,4.254011880427261,1.9734208729115887,East,Fam_11,Processing,No Fault,ISO9001,High,23.67,6.91,True,False,False
2396,,,,East,Fam_17,Init,No Fault,ISO9001,Low,25.39,6.08,False,False,True
2397,4.243020247576707,2.201910948732506,1.3618995559285587,West,Fam_12,Final,No Fault,ISO9001,Low,,,True,False,False
2398,3.303969499080094,3.706582169919842,2.324534931843441,West,Fam_06,Assembly,No Fault,ISO9001,High,24.17,10.07,True,False,False
2399,6.064614549306706,3.52087278857701,2.328059478702121,West,Fam_05,Assembly,No Fault,ISO9001,Medium,19.33,11.44,False,False,True
2400,6.498420627420003,5.346727693326481,2.134514493237704,South,Fam_36,Init,No Fault,ISO9001,High,,,True,False,False
2401,2.458233131974968,4.782157806119251,3.2394018623998218,North,Fam_05,Assembly,No Fault,ISO9001,High,23.51,13.32,False,False,True
2402,2.6382569685100354,3.793034883438017,2.1837093345662955,West,Fam_22,Final,No Fault,ISO9001,High,21.21,8.29,True,False,False
2403,3.078359807537538,3.612757103631851,1.1921267901698336,South,Fam_28,Assembly,No Fault,ISO9001,Low,19.87,2.99,False,True,False
2404,,2.7276350236268017,,North,Fam_05,Assembly,Low,ISO9001,Low,14.61,9.34,False,False,True
2405,3.288799060036484,3.1449096021445984,1.9216351562039005,East,Fam_02,Processing,Low,ISO9001,Medium,21.85,8.91,False,False,True
2406,,3.549985661564612,2.2323694701594228,North,Fam_33,Init,No Fault,ISO9001,Medium,26.29,10.39,True,False,False
2407,8.171297379052751,9.541104485714834,4.933707476460369,West,Fam_09,Assembly,No Fault,ISO9001,High,25.31,11.9,False,True,False
2408,5.497274573110818,5.473110853086268,2.186740276431571,West,Fam_39,Assembly,No Fault,ISO9001,Medium,19.98,5.44,False,True,False
2409,,3.451690851148072,2.3849564175031865,East,Fam_06,Processing,Low,ISO9001,,23.11,11.24,False,False,True
2410,1.3347925495883255,4.596886291789929,2.688069700012816,South,Fam_13,Init,No Fault,ISO9001,High,23.22,11.08,False,False,True
2411,7.393260713163976,3.4111493271514592,1.4449546662280044,East,Fam_09,Assembly,Medium,ISO9001,Low,26.27,4.79,False,False,True
2412,1.5284066551650954,4.529348147448332,1.81937483803391,South,Fam_24,Processing,No Fault,ISO9001,Medium,25.91,4.69,True,False,False
2413,6.0811389838300185,2.9988632498547143,1.4641724595555572,East,Fam_21,Assembly,No Fault,ISO9001,Low,16.52,7.3,False,False,True
2414,6.294938458219236,3.67525160922928,,North,Fam_23,Processing,,ISO9001,High,26.58,14.79,True,False,False
2415,4.847811135338145,4.395179667874068,1.7626750094915458,North,Fam_23,Assembly,No Fault,ISO9001,Medium,29.23,5.41,True,False,False
2416,4.435284361003436,5.935031662442781,3.043631050689642,South,Fam_25,Processing,No Fault,ISO9001,High,24.43,9.69,False,True,False
2417,2.231400585565418,,2.785680988081038,North,Fam_06,Processing,No Fault,ISO9001,High,21.88,4.86,False,False,True
2418,1.8056330652678876,3.7269218971603104,2.560439060844668,North,Fam_01,Processing,No Fault,ISO9001,,21.78,11.62,False,False,True
2419,6.021195470611933,4.652396093454164,2.6967209239653545,East,Fam_13,Processing,No Fault,ISO9001,Medium,29.47,11.31,True,False,False
2420,6.6425147470030055,3.813904031080918,,North,Fam_32,Processing,Low,ISO9001,Low,16.64,6.22,True,False,False
2421,1.517752450109393,1.2433630832927391,1.3703057588775305,East,Fam_26,Assembly,,ISO9001,Low,25.69,11.89,False,False,True
2422,7.228794440237749,2.4828362325745967,1.5495994125714292,North,Fam_04,Assembly,No Fault,ISO9001,Low,27.77,6.99,True,False,False
2423,4.605249276398897,1.650714974305873,0.764194899927984,North,Fam_31,Assembly,No Fault,ISO9001,Low,22.55,5.04,False,False,True
2424,4.203448793091163,4.723117412783927,2.00922296571235,South,Fam_02,Init,No Fault,ISO9001,High,24.05,5.87,False,True,False
2425,1.4835189994645086,4.143403043174253,1.9100317441745096,West,Fam_14,Init,No Fault,ISO9001,Medium,24.21,5.67,False,False,True
2426,2.1738770906172347,2.739901910723332,1.6352445170526837,North,Fam_06,Processing,No Fault,ISO9001,Low,25.29,7.33,True,False,False
2427,2.0352459617290948,3.885415841664521,3.2342786535508488,North,Fam_04,Init,No Fault,ISO9001,High,26.47,15.41,False,False,True
2428,1.6402636168110667,1.8691952686006248,0.6793403077412274,East,Fam_22,Final,No Fault,ISO9001,Low,18.78,3.74,False,False,True
2429,3.224943695519177,3.183676103204585,1.3818916210235304,North,Fam_18,Init,No Fault,ISO9001,Low,17.42,6.43,False,False,True
2430,4.613536674421371,3.459477524835741,1.542123601973753,South,Fam_10,Final,No Fault,ISO9001,Low,18.74,5.19,False,False,True
2431,7.119428881932699,2.5167394862520864,1.5160046541847514,North,Fam_02,Assembly,No Fault,ISO9001,Low,27.79,9.29,False,False,True
2432,7.753567419564561,2.7669065858938637,1.9273725393947696,North,Fam_35,Processing,No Fault,ISO9001,High,23.83,9.83,False,False,True
2433,2.7428173295135165,8.465228192751631,3.517691066682842,North,Fam_25,Processing,Low,ISO9001,High,27.73,4.33,False,True,False
2434,1.2017249501015324,3.05061771468652,2.2876570770838867,North,Fam_06,Processing,Low,ISO9001,Medium,22.7,11.17,False,False,True
2435,4.287113393858112,5.032409086901715,3.051360122341824,East,Fam_04,Assembly,,ISO9001,High,22.48,12.21,False,True,False
2436,4.052118640647253,3.816991956949233,2.0722872728380275,North,Fam_29,Processing,No Fault,ISO9001,High,21.29,7.96,False,True,False
2437,5.675786615934923,3.370740098617331,1.8026662267875324,North,Fam_02,Processing,No Fault,ISO9001,Low,17.66,6.98,True,False,False
2438,6.22050634645942,5.576641059106673,3.407923612454943,West,Fam_01,Assembly,No Fault,ISO9001,High,27.82,13.07,True,False,False
2439,5.429400536767103,2.0132907473162267,1.2880098267499307,South,Fam_07,Init,No Fault,ISO9001,Medium,25.61,5.85,False,False,True
2440,3.2749294917406324,3.336023255965516,1.6418589129427754,West,Fam_14,Init,,ISO9001,High,24.32,6.07,False,False,True
2441,2.8939851189634487,,2.6093902436990084,East,Fam_10,Processing,No Fault,ISO9001,Medium,18.12,6.05,True,False,False
2442,0.39321072691762,2.6237567355893816,1.98229071137976,North,Fam_08,Processing,No Fault,ISO9001,Medium,25.69,9.99,True,False,False
2443,2.051992428848926,9.569163894645827,4.434082989317143,East,Fam_24,Final,No Fault,ISO9001,High,22.09,9.22,False,True,False
2444,,2.9149700250753168,1.4313488049711631,East,Fam_07,Assembly,No Fault,ISO9001,,30.1,5.25,False,False,True
2445,3.899914504620118,5.864494372499848,3.42159575801843,East,Fam_19,Processing,No Fault,ISO9001,High,19.41,9.2,False,False,True
2446,4.076473491661763,6.193174694752642,3.2268018699990946,East,Fam_20,Processing,No Fault,ISO9001,High,20.68,9.01,True,False,False
2447,1.9689268741620816,8.73118908168935,,North,Fam_21,Processing,No Fault,ISO9001,Medium,17.22,7.87,False,True,False
2448,1.0844553523436633,3.192683567706557,1.1830688062655377,West,Fam_07,Init,Low,ISO9001,Low,16.57,4.71,True,False,False
2449,2.913818025401117,,4.715477698331399,East,Fam_02,Final,No Fault,ISO9001,High,23.91,9.63,False,True,False
2450,1.2176155028926745,3.556422243346603,,West,Fam_01,Processing,No Fault,ISO9001,Medium,25.26,6.82,False,False,True
2451,4.000723331544895,3.1624369073473515,2.0524595158655723,North,Fam_40,Assembly,Low,ISO9001,High,23.86,8.89,False,False,True
2452,4.61395253862016,3.746931413971605,2.020588512189894,East,Fam_25,Assembly,Low,ISO9001,Medium,26.63,8.11,True,False,False
2453,5.948929616941319,2.9645576363372825,1.4875407709626451,South,Fam_14,Final,No Fault,ISO9001,Low,17.84,6.12,True,False,False
2454,6.47539444643972,3.321542998030167,1.482638230664256,South,Fam_16,Processing,No Fault,ISO9001,Medium,24.44,6.09,False,False,True
2455,4.003457884315555,3.6107646202111257,2.228012536938886,South,Fam_17,Processing,No Fault,ISO9001,Low,16.94,10.31,True,False,False
2456,4.718536348320243,3.097757233765842,2.452377801851357,North,Fam_23,Final,No Fault,ISO9001,High,20.94,11.99,True,False,False
2457,1.739887403388212,1.295806500846505,1.1708060553184991,West,Fam_36,Assembly,No Fault,ISO9001,Low,21.61,6.92,False,False,True
2458,6.065676130835986,4.815432975856718,2.2035387856316584,South,Fam_08,Final,No Fault,ISO9001,High,23.92,5.62,True,False,False
2459,5.177052962015411,3.156879341088111,0.6806710508244995,East,Fam_01,Processing,Low,ISO9001,Low,21.22,1.38,True,False,False
2460,5.6133041385177975,7.306648862087045,3.189202004437825,South,Fam_40,Processing,No Fault,ISO9001,,24.07,7.35,False,True,False
2461,1.0070593200742086,1.462030402000564,1.63848943165017,West,Fam_11,Final,No Fault,ISO9001,Low,20.47,11.35,True,False,False
2462,2.2531995512464382,3.3237640939064708,2.277260667484452,West,Fam_09,Assembly,No Fault,ISO9001,Medium,28.29,11.55,True,False,False
2463,6.7869546427697065,3.6852134526169,1.7339620190907237,South,Fam_15,Final,No Fault,ISO9001,,18.46,6.1,True,False,False
2464,0.3978281507738515,3.2044708196081064,1.4576863862496905,East,Fam_03,Processing,No Fault,ISO9001,Low,20.84,5.38,False,False,True
2465,5.918576907667168,3.3713226325578804,1.362656236824093,North,Fam_03,Init,No Fault,ISO9001,Medium,26.96,3.64,True,False,False
2466,2.60379091091185,4.7926652935917575,,East,Fam_06,Final,No Fault,ISO9001,Medium,27.15,8.08,True,False,False
2467,2.390276529262463,2.604327052715263,1.1820341280410818,West,Fam_26,Processing,No Fault,ISO9001,Low,23.92,5.54,True,False,False
2468,2.2134436791873533,3.848572669202444,1.5642826652900277,South,Fam_25,Final,No Fault,ISO9001,,23.89,4.81,False,False,True
2469,4.605927919595035,4.21015830696243,1.650783446117806,North,Fam_03,Assembly,No Fault,ISO9001,Low,17.1,7.31,False,False,True
2470,4.008950744233784,4.345653862490038,2.161420649767612,West,Fam_38,Init,No Fault,ISO9001,,29.98,7.4,False,False,True
2471,1.1924545612581066,4.106038528018371,2.446592917512631,West,Fam_07,Assembly,No Fault,ISO9001,Low,16.82,9.91,True,False,False
2472,4.139191249534821,8.039066413074265,4.260858492046692,East,Fam_08,Processing,No Fault,ISO9001,High,21.59,10.41,False,False,True
2473,6.751827772801353,5.12398498797925,2.337825787724619,North,Fam_04,Init,No Fault,ISO9001,High,21.19,4.58,False,True,False
2474,3.790688923890049,3.198598240282025,2.127740539196383,East,Fam_32,Assembly,No Fault,ISO9001,Low,21.63,9.07,True,False,False
2475,4.820034939323195,2.559683411686809,1.7413149813840278,South,Fam_07,Processing,No Fault,ISO9001,Medium,26.64,8.95,True,False,False
2476,7.308088310313682,2.811523606101531,1.5753171548196456,South,Fam_06,Assembly,No Fault,ISO9001,High,25.71,6.5,True,False,False
2477,2.7894161440484484,5.328643448205396,2.5063684846338043,South,Fam_09,Assembly,No Fault,ISO9001,Medium,24.36,7.39,False,False,True
2478,4.236187432529714,3.026407256559277,1.5675506205582512,South,Fam_24,Assembly,No Fault,ISO9001,Low,16.63,5.53,True,False,False
2479,2.4819773102362044,3.09380016726644,0.8272648486829628,East,Fam_02,Init,No Fault,ISO9001,Low,23.37,1.85,True,False,False
2480,3.048277494275205,4.458874483894108,1.9557099683575272,North,Fam_08,Processing,No Fault,ISO9001,Medium,23.44,6.78,False,False,True
2481,8.487566339240857,3.4313222124623404,1.7592073673037043,East,Fam_12,Assembly,,ISO9001,High,23.97,6.04,True,False,False
2482,5.030958993952515,5.214893435802129,2.5083459879262118,East,Fam_28,Processing,No Fault,ISO9001,Medium,19.01,6.04,False,False,True
2483,3.152485884063606,6.74629239069298,3.1343135586653887,South,Fam_24,Assembly,No Fault,ISO9001,High,25.84,6.46,False,False,True
2484,1.8151679720408755,2.6648428531266166,1.299353986995212,East,Fam_21,Processing,No Fault,ISO9001,Medium,22.79,6.21,False,False,True
2485,1.4836880221824922,2.988208725714788,1.2826324297428275,North,Fam_15,Assembly,,ISO9001,Low,22.33,5.26,True,False,False
2486,1.6370230409206796,3.824534148660821,2.586853659239374,South,Fam_19,Assembly,,ISO9001,Medium,21.56,10.65,True,False,False
2487,4.992040329679615,5.204125085285239,2.4540947460275,North,Fam_01,Assembly,No Fault,ISO9001,High,21.85,7.93,False,True,False
2488,3.887107742566207,,0.8156570499404001,East,Fam_03,Processing,No Fault,ISO9001,Low,,,False,False,True
2489,5.860282401601929,5.9388283260547725,3.0139840225332897,West,Fam_14,Init,No Fault,ISO9001,High,24.68,7.93,True,False,False
2490,2.764791948826352,5.7682663266822125,,North,Fam_15,Processing,No Fault,ISO9001,High,,,True,False,False
2491,1.1045311740938433,2.9441552654896053,1.4739302817500015,East,Fam_26,Init,,ISO9001,Low,22.22,6.21,False,False,True
2492,5.152582153950464,3.549676020544404,,North,Fam_10,Assembly,No Fault,ISO9001,Low,16.8,8.27,True,False,False
2493,1.83586377197814,6.7758298463732975,2.1032648281255857,South,Fam_07,Assembly,No Fault,ISO9001,Medium,23.13,1.06,True,False,False
2494,2.1644336624675216,3.2958403309611968,2.4565820788734314,West,Fam_04,Processing,No Fault,ISO9001,High,23.61,10.57,True,False,False
2495,,2.969408992592012,1.4119159604780809,West,Fam_01,Final,No Fault,ISO9001,Medium,19.75,5.27,True,False,False
2496,1.2124620759442402,5.619540527404341,2.5350837121776504,South,Fam_16,Processing,Low,ISO9001,Medium,27.52,5.93,False,False,True
2497,3.7765344171989206,3.775746436746773,1.981747373177947,East,Fam_22,Processing,No Fault,ISO9001,Low,21.16,7.88,False,False,True
2498,0.945974643699161,5.785712943669244,3.4748934948850394,East,Fam_06,Processing,No Fault,ISO9001,High,23.83,13.1,True,False,False
2499,2.176651225554623,3.578110420846548,2.444745393913815,East,Fam_02,Assembly,,ISO9001,,27.0,11.9,False,True,False
2500,3.724258048214765,3.796124592288511,2.439953093531831,North,Fam_01,Processing,No Fault,ISO9001,Low,17.65,11.2,True,False,False
2501,4.208129195776228,,5.019733466143395,West,Fam_25,Assembly,No Fault,ISO9001,,20.21,11.19,False,True,False
2502,1.8201788146200348,,,North,Fam_01,Assembly,No Fault,ISO9001,Medium,19.71,7.27,True,False,False
2503,3.9546289803211385,2.916580343615021,1.2281251069594017,South,Fam_15,Processing,No Fault,ISO9001,Low,29.6,5.04,False,False,True
2504,4.732879948543463,1.3010274168611715,1.3002088849745588,North,Fam_11,Init,No Fault,ISO9001,Medium,22.92,10.75,False,False,True
2505,3.2893406543957022,5.099067376637742,2.8882068002439656,North,Fam_21,Assembly,No Fault,ISO9001,High,25.67,10.89,True,False,False
2506,2.8076319630813744,3.113813318638908,3.0960193039773958,North,Fam_03,Assembly,,ISO9001,Low,30.97,17.23,False,False,True
2507,3.1100112178602486,3.1513587066211786,1.3291597142925575,East,Fam_10,Init,No Fault,ISO9001,Low,27.41,4.56,False,False,True
2508,5.876706463849291,2.0536329796319914,,West,Fam_05,Assembly,No Fault,ISO9001,Low,21.41,10.32,False,False,True
2509,1.29591162484288,3.658670912530661,1.702560989534627,North,Fam_11,Init,No Fault,ISO9001,Medium,23.7,6.47,False,False,True
2510,2.7394672752619247,1.876729757661322,1.372298630239145,North,Fam_06,Assembly,No Fault,ISO9001,Medium,23.45,7.73,False,False,True
2511,7.862391279829212,4.450296050226358,2.229140740719478,South,Fam_15,Processing,No Fault,ISO9001,High,22.93,6.91,True,False,False
2512,5.672148242902248,2.7102187206206563,1.693640966015648,North,Fam_21,Init,,ISO9001,High,22.18,8.2,False,False,True
2513,5.211649206196859,3.282886765618884,1.7227888686086636,North,Fam_19,Processing,Low,ISO9001,Low,15.68,6.74,True,False,False
2514,0.7082195984419055,4.680194098079387,2.7530385082757505,East,Fam_05,Final,No Fault,ISO9001,Medium,25.35,10.94,True,False,False
2515,2.7583194141220764,2.278244088188772,1.2714234841399994,West,Fam_01,Processing,,ISO9001,Medium,21.07,6.81,True,False,False
2516,2.6389871388968325,4.794309341097769,3.476305722584705,East,Fam_05,Processing,Low,ISO9001,Medium,27.15,15.43,True,False,False
2517,6.282471734973927,2.4125090826985645,1.2674950362131,East,Fam_28,Processing,No Fault,ISO9001,High,23.94,4.94,False,False,True
2518,5.53996704428723,3.0940271144473144,2.461949342517292,East,Fam_16,Processing,,ISO9001,,22.81,11.21,False,False,True
2519,6.703336589207551,,1.453009475785001,South,Fam_25,Processing,No Fault,ISO9001,Medium,26.3,4.46,True,False,False
2520,2.959960662409596,3.9239399633915792,1.8651474168700948,East,Fam_01,Processing,No Fault,ISO9001,High,22.97,8.33,True,False,False
2521,5.960098247349273,3.298262746577166,1.893243496768874,North,Fam_28,Assembly,No Fault,ISO9001,Low,18.96,9.18,False,False,True
2522,3.020110755509452,3.73111574066045,1.9696623907190915,East,Fam_04,Final,No Fault,ISO9001,Medium,27.8,7.35,True,False,False
2523,4.443626393621139,3.1013722424920944,1.9242775490008224,West,Fam_38,Init,No Fault,ISO9001,Medium,20.94,9.75,False,False,True
2524,3.1642870368730645,2.794810713354974,,West,Fam_12,Assembly,Low,ISO9001,Low,15.82,11.5,True,False,False
2525,3.703265882006952,3.1671959961341307,1.2567218541688217,East,Fam_03,Processing,,ISO9001,,23.77,3.48,False,False,True
2526,5.814418563462668,5.3134855377595285,2.273052253554759,South,Fam_12,Processing,No Fault,ISO9001,High,23.86,5.46,True,False,False
2527,4.638124350526338,6.0055995212695015,3.3266927118069702,South,Fam_10,Assembly,No Fault,ISO9001,High,27.33,10.54,True,False,False
2528,4.275108533574802,4.356173492211362,3.043807471525019,East,Fam_19,Init,Low,ISO9001,High,24.8,11.46,True,False,False
2529,1.4114531415446143,1.6721085212952966,1.5719890193018329,West,Fam_09,Assembly,No Fault,ISO9001,Low,20.8,11.75,True,False,False
2530,3.958866095292074,4.697056496872036,2.2002391924187554,North,Fam_01,Processing,No Fault,ISO9001,Low,,,False,True,False
2531,4.422599360357457,5.726525937279908,2.88028073821729,South,Fam_01,Processing,No Fault,ISO9001,High,24.19,8.23,False,False,True
2532,1.855445104714376,3.64539194189918,2.071560221279868,West,Fam_33,Final,No Fault,ISO9001,Low,13.34,7.93,True,False,False
2533,6.72456358829484,2.7255071878405133,1.908950268241358,North,Fam_39,Assembly,No Fault,ISO9001,Medium,22.32,10.11,False,False,True
2534,5.8979821396508445,2.8516195815416987,2.267464188824308,East,Fam_09,Assembly,No Fault,ISO9001,Medium,20.4,11.42,False,False,True
2535,3.736208069519417,2.32391652637976,0.7406753918884261,North,Fam_03,Init,No Fault,ISO9001,Low,19.4,3.9,True,False,False
