,sensor_packet,runtime_hours,lubrication_index,machine_health_index,operation_mode,plant_section,product_family,production_stage,fault_severity,certification_level,output_quality
2425,T:24.21 V:5.67 H:49.4,1.4835189994645086,4.143403043174253,1.9100317441745096,semi_auto,West,Fam_14,Init,No Fault,ISO9001,Medium
2426,T:25.29 V:7.33 H:49.9,2.1738770906172347,2.739901910723332,1.6352445170526837,auto,North,Fam_06,Processing,No Fault,ISO9001,Low
2427,T:26.47 V:15.41 H:71.2,2.0352459617290948,3.885415841664521,3.2342786535508488,semi_auto,North,Fam_04,Init,No Fault,ISO9001,High
2428,T:18.78 V:3.74 H:59.3,1.6402636168110667,1.8691952686006248,0.6793403077412274,semi_auto,East,Fam_22,Final,No Fault,ISO9001,Low
2429,T:17.42 V:6.43 H:31.6,3.224943695519177,3.183676103204585,1.3818916210235304,semi_auto,North,Fam_18,Init,No Fault,ISO9001,Low
2430,T:18.74 V:5.19 H:69.9,4.613536674421371,3.459477524835741,1.542123601973753,semi_auto,South,Fam_10,Final,No Fault,ISO9001,Low
2431,T:27.79 V:9.29 H:52.2,7.119428881932699,2.5167394862520864,1.5160046541847514,semi_auto,North,Fam_02,Assembly,No Fault,ISO9001,Low
2432,T:23.83 V:9.83 H:28.6,7.753567419564561,2.7669065858938637,1.9273725393947696,semi_auto,North,Fam_35,Processing,No Fault,ISO9001,High
2433,T:27.73 V:4.33 H:63.7,2.7428173295135165,8.465228192751631,3.517691066682842,manual,North,Fam_25,Processing,Low,ISO9001,High
2434,T:22.70 V:11.17 H:37.2,1.2017249501015324,3.05061771468652,2.2876570770838867,semi_auto,North,Fam_06,Processing,Low,ISO9001,Medium
2435,T:22.48 V:12.21 H:38.1,4.287113393858112,5.032409086901715,3.051360122341824,manual,East,Fam_04,Assembly,,ISO9001,High
2436,T:21.29 V:7.96 H:64.7,4.052118640647253,3.816991956949233,2.0722872728380275,manual,North,Fam_29,Processing,No Fault,ISO9001,High
2437,T:17.66 V:6.98 H:40.7,5.675786615934923,3.370740098617331,1.8026662267875324,auto,North,Fam_02,Processing,No Fault,ISO9001,Low
2438,T:27.82 V:13.07 H:54.8,6.22050634645942,5.576641059106673,3.407923612454943,auto,West,Fam_01,Assembly,No Fault,ISO9001,High
2439,T:25.61 V:5.85 H:62.9,5.429400536767103,2.0132907473162267,1.2880098267499307,semi_auto,South,Fam_07,Init,No Fault,ISO9001,Medium
2440,T:24.32 V:6.07 H:30.4,3.2749294917406324,3.336023255965516,1.6418589129427754,semi_auto,West,Fam_14,Init,,ISO9001,High
2441,T:18.12 V:6.05 H:58.2,2.8939851189634487,,2.6093902436990084,auto,East,Fam_10,Processing,No Fault,ISO9001,Medium
2442,T:25.69 V:9.99 H:60.2,0.39321072691762,2.6237567355893816,1.98229071137976,auto,North,Fam_08,Processing,No Fault,ISO9001,Medium
2443,T:22.09 V:9.22 H:48.6,2.051992428848926,9.569163894645827,4.434082989317143,manual,East,Fam_24,Final,No Fault,ISO9001,High
2444,T:30.10 V:5.25 H:37.3,,2.9149700250753168,1.4313488049711631,semi_auto,East,Fam_07,Assembly,No Fault,ISO9001,
2445,T:19.41 V:9.20 H:38.1,3.899914504620118,5.864494372499848,3.42159575801843,semi_auto,East,Fam_19,Processing,No Fault,ISO9001,High
2446,T:20.68 V:9.01 H:56.4,4.076473491661763,6.193174694752642,3.2268018699990946,auto,East,Fam_20,Processing,No Fault,ISO9001,High
2447,T:17.22 V:7.87 H:56.9,1.9689268741620816,8.73118908168935,,manual,North,Fam_21,Processing,No Fault,ISO9001,Medium
2448,T:16.57 V:4.71 H:52.3,1.0844553523436633,3.192683567706557,1.1830688062655377,auto,West,Fam_07,Init,Low,ISO9001,Low
2449,T:23.91 V:9.63 H:51.4,2.913818025401117,,4.715477698331399,manual,East,Fam_02,Final,No Fault,ISO9001,High
2450,T:25.26 V:6.82 H:63.2,1.2176155028926745,3.556422243346603,,semi_auto,West,Fam_01,Processing,No Fault,ISO9001,Medium
2451,T:23.86 V:8.89 H:60.1,4.000723331544895,3.1624369073473515,2.0524595158655723,semi_auto,North,Fam_40,Assembly,Low,ISO9001,High
2452,T:26.63 V:8.11 H:43.9,4.61395253862016,3.746931413971605,2.020588512189894,auto,East,Fam_25,Assembly,Low,ISO9001,Medium
2453,T:17.84 V:6.12 H:35.8,5.948929616941319,2.9645576363372825,1.4875407709626451,auto,South,Fam_14,Final,No Fault,ISO9001,Low
2454,T:24.44 V:6.09 H:52.9,6.47539444643972,3.321542998030167,1.482638230664256,semi_auto,South,Fam_16,Processing,No Fault,ISO9001,Medium
2455,T:16.94 V:10.31 H:57.7,4.003457884315555,3.6107646202111257,2.228012536938886,auto,South,Fam_17,Processing,No Fault,ISO9001,Low
2456,T:20.94 V:11.99 H:55.0,4.718536348320243,3.097757233765842,2.452377801851357,auto,North,Fam_23,Final,No Fault,ISO9001,High
2457,T:21.61 V:6.92 H:41.5,1.739887403388212,1.295806500846505,1.1708060553184991,semi_auto,West,Fam_36,Assembly,No Fault,ISO9001,Low
2458,T:23.92 V:5.62 H:47.8,6.065676130835986,4.815432975856718,2.2035387856316584,auto,South,Fam_08,Final,No Fault,ISO9001,High
2459,T:21.22 V:1.38 H:56.7,5.177052962015411,3.156879341088111,0.6806710508244995,auto,East,Fam_01,Processing,Low,ISO9001,Low
2460,T:24.07 V:7.35 H:47.6,5.6133041385177975,7.306648862087045,3.189202004437825,manual,South,Fam_40,Processing,No Fault,ISO9001,
2461,T:20.47 V:11.35 H:51.3,1.0070593200742086,1.462030402000564,1.63848943165017,auto,West,Fam_11,Final,No Fault,ISO9001,Low
2462,T:28.29 V:11.55 H:54.2,2.2531995512464382,3.3237640939064708,2.277260667484452,auto,West,Fam_09,Assembly,No Fault,ISO9001,Medium
2463,T:18.46 V:6.10 H:49.7,6.7869546427697065,3.6852134526169,1.7339620190907237,auto,South,Fam_15,Final,No Fault,ISO9001,
2464,T:20.84 V:5.38 H:53.7,0.3978281507738515,3.2044708196081064,1.4576863862496905,semi_auto,East,Fam_03,Processing,No Fault,ISO9001,Low
2465,T:26.96 V:3.64 H:53.1,5.918576907667168,3.3713226325578804,1.362656236824093,auto,North,Fam_03,Init,No Fault,ISO9001,Medium
2466,T:27.15 V:8.08 H:59.9,2.60379091091185,4.7926652935917575,,auto,East,Fam_06,Final,No Fault,ISO9001,Medium
2467,T:23.92 V:5.54 H:57.2,2.390276529262463,2.604327052715263,1.1820341280410818,auto,West,Fam_26,Processing,No Fault,ISO9001,Low
2468,T:23.89 V:4.81 H:41.7,2.2134436791873533,3.848572669202444,1.5642826652900277,semi_auto,South,Fam_25,Final,No Fault,ISO9001,
2469,T:17.10 V:7.31 H:29.1,4.605927919595035,4.21015830696243,1.650783446117806,semi_auto,North,Fam_03,Assembly,No Fault,ISO9001,Low
2470,T:29.98 V:7.40 H:38.4,4.008950744233784,4.345653862490038,2.161420649767612,semi_auto,West,Fam_38,Init,No Fault,ISO9001,
2471,T:16.82 V:9.91 H:50.4,1.1924545612581066,4.106038528018371,2.446592917512631,auto,West,Fam_07,Assembly,No Fault,ISO9001,Low
2472,T:21.59 V:10.41 H:40.7,4.139191249534821,8.039066413074265,4.260858492046692,semi_auto,East,Fam_08,Processing,No Fault,ISO9001,High
2473,T:21.19 V:4.58 H:53.3,6.751827772801353,5.12398498797925,2.337825787724619,manual,North,Fam_04,Init,No Fault,ISO9001,High
2474,T:21.63 V:9.07 H:52.9,3.790688923890049,3.198598240282025,2.127740539196383,auto,East,Fam_32,Assembly,No Fault,ISO9001,Low
2475,T:26.64 V:8.95 H:47.4,4.820034939323195,2.559683411686809,1.7413149813840278,auto,South,Fam_07,Processing,No Fault,ISO9001,Medium
2476,T:25.71 V:6.50 H:68.8,7.308088310313682,2.811523606101531,1.5753171548196456,auto,South,Fam_06,Assembly,No Fault,ISO9001,High
2477,T:24.36 V:7.39 H:48.4,2.7894161440484484,5.328643448205396,2.5063684846338043,semi_auto,South,Fam_09,Assembly,No Fault,ISO9001,Medium
2478,T:16.63 V:5.53 H:40.5,4.236187432529714,3.026407256559277,1.5675506205582512,auto,South,Fam_24,Assembly,No Fault,ISO9001,Low
2479,T:23.37 V:1.85 H:43.4,2.4819773102362044,3.09380016726644,0.8272648486829628,auto,East,Fam_02,Init,No Fault,ISO9001,Low
2480,T:23.44 V:6.78 H:48.9,3.048277494275205,4.458874483894108,1.9557099683575272,semi_auto,North,Fam_08,Processing,No Fault,ISO9001,Medium
2481,T:23.97 V:6.04 H:47.6,8.487566339240857,3.4313222124623404,1.7592073673037043,auto,East,Fam_12,Assembly,,ISO9001,High
2482,T:19.01 V:6.04 H:47.5,5.030958993952515,5.214893435802129,2.5083459879262118,semi_auto,East,Fam_28,Processing,No Fault,ISO9001,Medium
2483,T:25.84 V:6.46 H:60.2,3.152485884063606,6.74629239069298,3.1343135586653887,semi_auto,South,Fam_24,Assembly,No Fault,ISO9001,High
2484,T:22.79 V:6.21 H:78.2,1.8151679720408755,2.6648428531266166,1.299353986995212,semi_auto,East,Fam_21,Processing,No Fault,ISO9001,Medium
2485,T:22.33 V:5.26 H:41.4,1.4836880221824922,2.988208725714788,1.2826324297428275,auto,North,Fam_15,Assembly,,ISO9001,Low
2486,T:21.56 V:10.65 H:51.8,1.6370230409206796,3.824534148660821,2.586853659239374,auto,South,Fam_19,Assembly,,ISO9001,Medium
2487,T:21.85 V:7.93 H:50.7,4.992040329679615,5.204125085285239,2.4540947460275,manual,North,Fam_01,Assembly,No Fault,ISO9001,High
2488,,3.887107742566207,,0.8156570499404001,semi_auto,East,Fam_03,Processing,No Fault,ISO9001,Low
2489,T:24.68 V:7.93 H:38.5,5.860282401601929,5.9388283260547725,3.0139840225332897,auto,West,Fam_14,Init,No Fault,ISO9001,High
2490,,2.764791948826352,5.7682663266822125,,auto,North,Fam_15,Processing,No Fault,ISO9001,High
2491,T:22.22 V:6.21 H:49.1,1.1045311740938433,2.9441552654896053,1.4739302817500015,semi_auto,East,Fam_26,Init,,ISO9001,Low
2492,T:16.80 V:8.27 H:72.0,5.152582153950464,3.549676020544404,,auto,North,Fam_10,Assembly,No Fault,ISO9001,Low
2493,T:23.13 V:1.06 H:54.5,1.83586377197814,6.7758298463732975,2.1032648281255857,auto,South,Fam_07,Assembly,No Fault,ISO9001,Medium
2494,T:23.61 V:10.57 H:49.5,2.1644336624675216,3.2958403309611968,2.4565820788734314,auto,West,Fam_04,Processing,No Fault,ISO9001,High
2495,T:19.75 V:5.27 H:50.3,,2.969408992592012,1.4119159604780809,auto,West,Fam_01,Final,No Fault,ISO9001,Medium
2496,T:27.52 V:5.93 H:47.0,1.2124620759442402,5.619540527404341,2.5350837121776504,semi_auto,South,Fam_16,Processing,Low,ISO9001,Medium
2497,T:21.16 V:7.88 H:57.7,3.7765344171989206,3.775746436746773,1.981747373177947,semi_auto,East,Fam_22,Processing,No Fault,ISO9001,Low
2498,T:23.83 V:13.10 H:55.8,0.945974643699161,5.785712943669244,3.4748934948850394,auto,East,Fam_06,Processing,No Fault,ISO9001,High
2499,T:27.00 V:11.90 H:40.0,2.176651225554623,3.578110420846548,2.444745393913815,manual,East,Fam_02,Assembly,,ISO9001,
2500,T:17.65 V:11.20 H:50.3,3.724258048214765,3.796124592288511,2.439953093531831,auto,North,Fam_01,Processing,No Fault,ISO9001,Low
2501,T:20.21 V:11.19 H:46.2,4.208129195776228,,5.019733466143395,manual,West,Fam_25,Assembly,No Fault,ISO9001,
2502,T:19.71 V:7.27 H:56.0,1.8201788146200348,,,auto,North,Fam_01,Assembly,No Fault,ISO9001,Medium
2503,T:29.60 V:5.04 H:43.3,3.9546289803211385,2.916580343615021,1.2281251069594017,semi_auto,South,Fam_15,Processing,No Fault,ISO9001,Low
2504,T:22.92 V:10.75 H:50.0,4.732879948543463,1.3010274168611715,1.3002088849745588,semi_auto,North,Fam_11,Init,No Fault,ISO9001,Medium
2505,T:25.67 V:10.89 H:59.0,3.2893406543957022,5.099067376637742,2.8882068002439656,auto,North,Fam_21,Assembly,No Fault,ISO9001,High
2506,T:30.97 V:17.23 H:58.6,2.8076319630813744,3.113813318638908,3.0960193039773958,semi_auto,North,Fam_03,Assembly,,ISO9001,Low
2507,T:27.41 V:4.56 H:19.5,3.1100112178602486,3.1513587066211786,1.3291597142925575,semi_auto,East,Fam_10,Init,No Fault,ISO9001,Low
2508,T:21.41 V:10.32 H:46.0,5.876706463849291,2.0536329796319914,,semi_auto,West,Fam_05,Assembly,No Fault,ISO9001,Low
2509,T:23.70 V:6.47 H:71.2,1.29591162484288,3.658670912530661,1.702560989534627,semi_auto,North,Fam_11,Init,No Fault,ISO9001,Medium
2510,T:23.45 V:7.73 H:46.3,2.7394672752619247,1.876729757661322,1.372298630239145,semi_auto,North,Fam_06,Assembly,No Fault,ISO9001,Medium
2511,T:22.93 V:6.91 H:51.2,7.862391279829212,4.450296050226358,2.229140740719478,auto,South,Fam_15,Processing,No Fault,ISO9001,High
2512,T:22.18 V:8.20 H:48.4,5.672148242902248,2.7102187206206563,1.693640966015648,semi_auto,North,Fam_21,Init,,ISO9001,High
2513,T:15.68 V:6.74 H:48.9,5.211649206196859,3.282886765618884,1.7227888686086636,auto,North,Fam_19,Processing,Low,ISO9001,Low
2514,T:25.35 V:10.94 H:35.7,0.7082195984419055,4.680194098079387,2.7530385082757505,auto,East,Fam_05,Final,No Fault,ISO9001,Medium
2515,T:21.07 V:6.81 H:54.3,2.7583194141220764,2.278244088188772,1.2714234841399994,auto,West,Fam_01,Processing,,ISO9001,Medium
2516,T:27.15 V:15.43 H:20.7,2.6389871388968325,4.794309341097769,3.476305722584705,auto,East,Fam_05,Processing,Low,ISO9001,Medium
2517,T:23.94 V:4.94 H:47.0,6.282471734973927,2.4125090826985645,1.2674950362131,semi_auto,East,Fam_28,Processing,No Fault,ISO9001,High
2518,T:22.81 V:11.21 H:61.4,5.53996704428723,3.0940271144473144,2.461949342517292,semi_auto,East,Fam_16,Processing,,ISO9001,
2519,T:26.30 V:4.46 H:43.0,6.703336589207551,,1.453009475785001,auto,South,Fam_25,Processing,No Fault,ISO9001,Medium
2520,T:22.97 V:8.33 H:57.9,2.959960662409596,3.9239399633915792,1.8651474168700948,auto,East,Fam_01,Processing,No Fault,ISO9001,High
2521,T:18.96 V:9.18 H:38.1,5.960098247349273,3.298262746577166,1.893243496768874,semi_auto,North,Fam_28,Assembly,No Fault,ISO9001,Low
2522,T:27.80 V:7.35 H:38.7,3.020110755509452,3.73111574066045,1.9696623907190915,auto,East,Fam_04,Final,No Fault,ISO9001,Medium
2523,T:20.94 V:9.75 H:49.6,4.443626393621139,3.1013722424920944,1.9242775490008224,semi_auto,West,Fam_38,Init,No Fault,ISO9001,Medium
2524,T:15.82 V:11.50 H:31.8,3.1642870368730645,2.794810713354974,,auto,West,Fam_12,Assembly,Low,ISO9001,Low
2525,T:23.77 V:3.48 H:48.5,3.703265882006952,3.1671959961341307,1.2567218541688217,semi_auto,East,Fam_03,Processing,,ISO9001,
2526,T:23.86 V:5.46 H:51.0,5.814418563462668,5.3134855377595285,2.273052253554759,auto,South,Fam_12,Processing,No Fault,ISO9001,High
2527,T:27.33 V:10.54 H:42.4,4.638124350526338,6.0055995212695015,3.3266927118069702,auto,South,Fam_10,Assembly,No Fault,ISO9001,High
2528,T:24.80 V:11.46 H:56.7,4.275108533574802,4.356173492211362,3.043807471525019,auto,East,Fam_19,Init,Low,ISO9001,High
2529,T:20.80 V:11.75 H:56.7,1.4114531415446143,1.6721085212952966,1.5719890193018329,auto,West,Fam_09,Assembly,No Fault,ISO9001,Low
2530,,3.958866095292074,4.697056496872036,2.2002391924187554,manual,North,Fam_01,Processing,No Fault,ISO9001,Low
2531,T:24.19 V:8.23 H:48.7,4.422599360357457,5.726525937279908,2.88028073821729,semi_auto,South,Fam_01,Processing,No Fault,ISO9001,High
2532,T:13.34 V:7.93 H:44.7,1.855445104714376,3.64539194189918,2.071560221279868,auto,West,Fam_33,Final,No Fault,ISO9001,Low
2533,T:22.32 V:10.11 H:56.0,6.72456358829484,2.7255071878405133,1.908950268241358,semi_auto,North,Fam_39,Assembly,No Fault,ISO9001,Medium
2534,T:20.40 V:11.42 H:68.2,5.8979821396508445,2.8516195815416987,2.267464188824308,semi_auto,East,Fam_09,Assembly,No Fault,ISO9001,Medium
2535,T:19.40 V:3.90 H:42.9,3.736208069519417,2.32391652637976,0.7406753918884261,auto,North,Fam_03,Init,No Fault,ISO9001,Low
2536,T:23.01 V:9.07 H:37.0,3.717383821258929,4.311712892244924,2.4311324208057923,manual,East,Fam_11,Processing,No Fault,ISO9001,High
2537,T:22.43 V:7.94 H:62.1,3.243616466904814,9.357523745947256,4.240797695245885,auto,South,Fam_07,Assembly,No Fault,ISO9001,High
2538,T:25.81 V:10.67 H:34.8,3.930315566179865,4.42665009595212,2.878738748804884,auto,West,Fam_15,Processing,No Fault,ISO9001,High
2539,T:29.80 V:9.17 H:38.1,,3.394420394239226,2.20556750995687,manual,East,Fam_13,Processing,No Fault,ISO9001,Low
2540,T:21.42 V:10.09 H:64.8,5.632208613583456,4.6766499891076245,2.8880684575546662,auto,North,Fam_25,Assembly,No Fault,ISO9001,High
2541,T:24.25 V:6.02 H:52.0,1.0895048200336364,5.713873725702088,,auto,North,Fam_12,Assembly,Low,ISO9001,High
2542,T:23.37 V:5.46 H:46.5,3.358080283507787,5.269496450870079,2.3131382430419007,auto,East,Fam_05,Assembly,No Fault,ISO9001,High
2543,T:26.36 V:4.94 H:72.5,2.4312512786460685,1.5728706318263792,0.727373504871741,semi_auto,West,Fam_03,Assembly,No Fault,ISO9001,Low
2544,T:23.31 V:11.52 H:48.6,1.1880646204485308,6.730344679886641,3.5989934983957843,auto,West,Fam_19,Processing,No Fault,ISO9001,High
2545,T:20.54 V:10.74 H:45.5,1.5715453709046103,3.1636391409285527,2.5739726558136686,auto,East,Fam_07,Final,No Fault,ISO9001,Medium
2546,T:24.16 V:6.46 H:52.5,2.727869481192622,2.1587179704897066,1.4680079468984306,semi_auto,South,Fam_22,Assembly,No Fault,ISO9001,Low
2547,T:27.13 V:3.71 H:44.5,4.533556876166714,3.186280917673923,1.1960419629637995,auto,East,Fam_30,Init,No Fault,ISO9001,Low
2548,T:26.31 V:10.15 H:59.8,5.272429151751325,6.152472866683633,3.035710435126946,semi_auto,South,Fam_18,Final,No Fault,ISO9001,High
2549,T:14.37 V:12.32 H:45.3,1.674956994250668,5.75009978197846,3.5960202695067207,auto,West,Fam_38,Assembly,No Fault,ISO9001,Low
2550,T:27.82 V:11.80 H:37.5,5.988906016957323,2.186126218905911,2.104570950767405,auto,West,Fam_08,Final,No Fault,ISO9001,Medium
2551,T:21.28 V:8.47 H:50.7,4.723945782702791,2.682743305269869,1.6488770792485687,auto,West,Fam_06,Processing,No Fault,ISO9001,Medium
2552,T:26.02 V:7.18 H:41.1,5.5579831417836765,2.226023026441669,1.353538317345579,semi_auto,North,Fam_06,Processing,Low,ISO9001,Medium
2553,T:27.79 V:4.55 H:49.5,2.86866258115436,4.425514399999535,1.629147796364669,auto,East,Fam_22,Init,No Fault,ISO9001,Low
2554,T:20.24 V:6.51 H:44.5,2.0487326928190472,1.8630934828250008,1.1813814140413512,semi_auto,West,Fam_03,Init,Low,ISO9001,Low
2555,T:20.43 V:6.20 H:52.4,2.1859342792153864,2.304978085243874,1.191511964811265,semi_auto,East,Fam_34,Final,No Fault,ISO9001,Low
2556,T:29.57 V:10.80 H:47.5,3.4620190736141296,7.960666579717478,4.031062377897483,manual,North,Fam_02,Assembly,No Fault,ISO9001,High
2557,T:22.03 V:7.48 H:54.4,4.611592276301208,2.844062258048985,1.4830023758736943,auto,East,Fam_05,Assembly,Low,ISO9001,Low
2558,T:26.04 V:4.41 H:37.3,4.135223950907586,3.640768245844239,1.563665371287442,semi_auto,East,Fam_28,Init,No Fault,ISO9001,Medium
2559,T:25.90 V:7.09 H:55.6,5.61643668824278,,1.2763107287530269,auto,West,Fam_11,Assembly,No Fault,ISO9001,Medium
2560,,3.8119485503924144,8.847352561813741,4.678106749725377,auto,East,Fam_28,Processing,No Fault,ISO9001,Medium
2561,T:27.11 V:10.36 H:62.3,5.534968809204693,4.277581210831366,,semi_auto,East,Fam_40,Processing,No Fault,ISO9001,High
2562,T:24.14 V:7.53 H:54.5,2.740225353531914,5.253891871187651,2.754236035396605,semi_auto,North,Fam_15,Assembly,No Fault,ISO9001,High
2563,T:17.89 V:5.50 H:55.6,,3.300217788840186,1.4233577117767335,auto,North,Fam_18,Assembly,No Fault,ISO9001,Low
2564,T:22.94 V:9.27 H:57.1,2.936911851852383,4.108288683533174,2.3392091609265435,auto,South,Fam_28,Assembly,Low,ISO9001,Medium
2565,T:24.51 V:6.16 H:30.9,5.023498802765551,1.77251750155649,1.1218478648658643,auto,South,Fam_07,Processing,Low,ISO9001,Low
2566,T:26.79 V:14.54 H:47.5,6.5964485755544615,2.6954002485947504,2.7037718163365687,auto,East,Fam_03,Processing,No Fault,ISO9001,High
2567,T:29.02 V:7.47 H:33.5,6.681951532217274,6.567577314201381,2.820190060703601,auto,East,Fam_07,Assembly,No Fault,ISO9001,Medium
2568,T:26.05 V:2.76 H:46.2,2.758083890851488,2.1498208807221237,0.5344312187360238,semi_auto,West,Fam_22,Final,No Fault,ISO9001,Low
2569,T:23.82 V:10.51 H:48.8,5.784141367979516,2.484612286007408,,semi_auto,East,Fam_04,Init,No Fault,ISO9001,Medium
2570,T:26.12 V:12.98 H:45.1,3.05551738641822,5.545559422328946,3.3657484468674275,manual,South,Fam_32,Processing,No Fault,ISO9001,High
2571,T:24.69 V:9.61 H:40.2,0.9966507147318378,3.494702284378608,2.127229752021134,auto,South,Fam_03,Final,No Fault,ISO9001,Medium
2572,T:23.72 V:11.58 H:46.8,3.3501902480018844,4.268326518798909,2.674088503429189,auto,North,Fam_01,Processing,No Fault,ISO9001,High
2573,T:23.62 V:7.31 H:51.3,3.977289714291344,5.2925111931828,2.368431465456452,auto,North,Fam_27,Assembly,Low,ISO9001,High
2574,,4.074746578083046,3.629679911549751,2.616760861579455,auto,North,Fam_19,Assembly,No Fault,ISO9001,High
2575,T:25.11 V:5.62 H:58.9,5.801856574041541,3.36590591253196,1.4012653081945206,semi_auto,East,Fam_04,Processing,No Fault,ISO9001,High
2576,T:22.60 V:4.90 H:57.7,1.6475064888260695,2.9120010073782066,1.2875049276392148,auto,West,Fam_01,Processing,No Fault,ISO9001,Medium
2577,T:22.05 V:8.73 H:49.0,2.07753290948931,3.451193427085704,2.1720253458403027,auto,East,Fam_04,Processing,No Fault,ISO9001,Medium
2578,T:23.75 V:13.44 H:56.4,1.8060840173826445,,3.2763082391724567,auto,South,Fam_12,Processing,No Fault,ISO9001,High
2579,T:17.00 V:11.02 H:49.5,4.161904276916926,1.7368364047262412,1.814263896917157,semi_auto,North,Fam_07,Assembly,No Fault,ISO9001,Low
2580,T:25.25 V:9.73 H:46.3,2.0005303525830085,2.146445644054495,1.6372045801377135,auto,West,Fam_13,Processing,No Fault,ISO9001,Medium
2581,T:26.21 V:9.37 H:50.3,6.211276722188054,3.219814788453157,1.8809563813353969,auto,South,Fam_16,Final,No Fault,ISO9001,High
2582,T:20.74 V:5.16 H:59.0,2.328604580056099,5.003691276879241,2.381878604782683,manual,East,Fam_31,Processing,No Fault,ISO9001,High
2583,T:17.07 V:7.64 H:47.7,2.3771739228527338,2.415531950456748,1.4834832149639596,semi_auto,South,Fam_39,Assembly,No Fault,ISO9001,Low
2584,T:27.08 V:1.94 H:50.0,4.158495688009113,7.692131007957348,2.686253132083171,auto,North,Fam_08,Processing,No Fault,ISO9001,High
2585,T:27.78 V:9.77 H:53.9,2.853868560181978,,2.241493089079281,auto,West,Fam_19,Final,,ISO9001,High
2586,T:26.12 V:6.15 H:61.5,7.134584254312665,2.858664798226796,1.49919801924772,auto,North,Fam_14,Assembly,No Fault,ISO9001,Medium
